Rail Station Name,Travel Location No,Month Name (Travel Date),Calendar Year (Travel Date),Transaction Type,Count of Taps
Abbey Wood,5131,June,2020,Exit,36109
Abbey Wood,5131,June,2020,Entry,39918
Acton Central,1404,June,2020,Entry,22432
Acton Central,1404,June,2020,Exit,20920
Acton Main Line,3000,June,2020,Exit,1380
Acton Main Line,3000,June,2020,Entry,1963
Acton Town,500,June,2020,Exit,54180
Acton Town,500,June,2020,Entry,54255
Albany Park,5132,June,2020,Entry,3099
Albany Park,5132,June,2020,Exit,2989
Aldgate,502,June,2020,Entry,35218
Aldgate,502,June,2020,Exit,39082
Aldgate East,503,June,2020,Entry,39936
Aldgate East,503,June,2020,Exit,36914
Alexandra Palace,6025,June,2020,Exit,7894
Alexandra Palace,6025,June,2020,Entry,7553
All Saints,850,June,2020,Exit,4981
All Saints,850,June,2020,Entry,6253
Alperton,505,June,2020,Entry,30494
Alperton,505,June,2020,Exit,31066
Amersham,506,June,2020,Entry,10112
Amersham,506,June,2020,Exit,10044
Anerley,5397,June,2020,Entry,3735
Anerley,5397,June,2020,Exit,3077
Angel,507,June,2020,Entry,59404
Angel,507,June,2020,Exit,57905
Archway,508,June,2020,Entry,62421
Archway,508,June,2020,Exit,60748
Arnos Grove,509,June,2020,Exit,36533
Arnos Grove,509,June,2020,Entry,40453
Arsenal,510,June,2020,Exit,10
Arsenal,510,June,2020,Entry,4
Baker Street,511,June,2020,Exit,143466
Baker Street,511,June,2020,Entry,146462
Balham LU,512,June,2020,Entry,71495
Balham LU,512,June,2020,Exit,74228
Balham NR,5399,June,2020,Exit,49434
Balham NR,5399,June,2020,Entry,49106
Bank,513,June,2020,Entry,98033
Bank,513,June,2020,Exit,70181
Banstead,5348,June,2020,Entry,460
Banstead,5348,June,2020,Exit,433
Barbican,501,June,2020,Entry,18455
Barbican,501,June,2020,Exit,17858
Barking,514,June,2020,Entry,282026
Barking,514,June,2020,Exit,271414
Barkingside,515,June,2020,Entry,15348
Barkingside,515,June,2020,Exit,15154
Barnehurst,5089,June,2020,Exit,3407
Barnehurst,5089,June,2020,Entry,3804
Barnes,5551,June,2020,Entry,7992
Barnes,5551,June,2020,Exit,6943
Barnes Bridge,5580,June,2020,Entry,2294
Barnes Bridge,5580,June,2020,Exit,1832
Barons Court,516,June,2020,Exit,33408
Barons Court,516,June,2020,Entry,34909
Battersea Park,5420,June,2020,Exit,16918
Battersea Park,5420,June,2020,Entry,18614
Bayford,6006,June,2020,Exit,38
Bayford,6006,June,2020,Entry,23
Bayswater,517,June,2020,Exit,17580
Bayswater,517,June,2020,Entry,20042
Beckenham Hill,5076,June,2020,Entry,2002
Beckenham Hill,5076,June,2020,Exit,1438
Beckenham Junction,5046,June,2020,Entry,6059
Beckenham Junction,5046,June,2020,Exit,5123
Beckton,895,June,2020,Entry,10140
Beckton,895,June,2020,Exit,9324
Beckton Park,891,June,2020,Entry,2349
Beckton Park,891,June,2020,Exit,1971
Becontree,518,June,2020,Entry,46443
Becontree,518,June,2020,Exit,42075
Bellingham,5062,June,2020,Exit,2850
Bellingham,5062,June,2020,Entry,4206
Belmont,5350,June,2020,Entry,626
Belmont,5350,June,2020,Exit,602
Belsize Park,519,June,2020,Exit,43567
Belsize Park,519,June,2020,Entry,53792
Belvedere,5092,June,2020,Entry,5169
Belvedere,5092,June,2020,Exit,3989
Bermondsey,787,June,2020,Exit,15498
Bermondsey,787,June,2020,Entry,17467
Berrylands,5581,June,2020,Entry,943
Berrylands,5581,June,2020,Exit,752
Bethnal Green LU,520,June,2020,Exit,100808
Bethnal Green LU,520,June,2020,Entry,106344
Bethnal Green NR,6961,June,2020,Exit,16029
Bethnal Green NR,6961,June,2020,Entry,15278
Bexley,5093,June,2020,Entry,3922
Bexley,5093,June,2020,Exit,3778
Bexleyheath,5094,June,2020,Entry,11305
Bexleyheath,5094,June,2020,Exit,7267
Bickley,5063,June,2020,Exit,1627
Bickley,5063,June,2020,Entry,2031
Birkbeck,5401,June,2020,Exit,528
Birkbeck,5401,June,2020,Entry,492
Blackfriars LU,521,June,2020,Exit,41669
Blackfriars LU,521,June,2020,Entry,25392
Blackfriars NR,5112,June,2020,Entry,31840
Blackfriars NR,5112,June,2020,Exit,32775
Blackheath,5095,June,2020,Exit,5124
Blackheath,5095,June,2020,Entry,5551
Blackhorse Road,522,June,2020,Entry,96408
Blackhorse Road,522,June,2020,Exit,91885
Blackwall,882,June,2020,Exit,3241
Blackwall,882,June,2020,Entry,3682
Bond Street,524,June,2020,Exit,172187
Bond Street,524,June,2020,Entry,176217
Borough,525,June,2020,Entry,2
Boston Manor,526,June,2020,Exit,13443
Boston Manor,526,June,2020,Entry,13923
Bounds Green,527,June,2020,Entry,41438
Bounds Green,527,June,2020,Exit,38066
Bow Church,851,June,2020,Entry,7559
Bow Church,851,June,2020,Exit,6328
Bow Road,528,June,2020,Entry,29943
Bow Road,528,June,2020,Exit,28417
Bowes Park,6027,June,2020,Exit,1417
Bowes Park,6027,June,2020,Entry,1760
Brent Cross,529,June,2020,Exit,19003
Brent Cross,529,June,2020,Entry,20922
Brentford,5552,June,2020,Exit,4217
Brentford,5552,June,2020,Entry,4999
Brentwood,6872,June,2020,Entry,18021
Brentwood,6872,June,2020,Exit,16859
Brimsdown,6810,June,2020,Entry,9416
Brimsdown,6810,June,2020,Exit,7340
Brixton LU,778,June,2020,Exit,189651
Brixton LU,778,June,2020,Entry,202522
Brixton NR,5081,June,2020,Entry,3259
Brixton NR,5081,June,2020,Exit,3299
Brockley,5404,June,2020,Exit,27041
Brockley,5404,June,2020,Entry,28768
Bromley North,5096,June,2020,Entry,469
Bromley North,5096,June,2020,Exit,507
Bromley South,5064,June,2020,Entry,42977
Bromley South,5064,June,2020,Exit,44502
Bromley-by-Bow,530,June,2020,Exit,29766
Bromley-by-Bow,530,June,2020,Entry,30794
Brondesbury,1437,June,2020,Entry,37932
Brondesbury,1437,June,2020,Exit,35945
Brondesbury Park,1438,June,2020,Exit,5044
Brondesbury Park,1438,June,2020,Entry,5380
Brookmans Park,6074,June,2020,Exit,5
Brookmans Park,6074,June,2020,Entry,2
Broxbourne,6812,June,2020,Exit,5959
Broxbourne,6812,June,2020,Entry,5748
Bruce Grove,6958,June,2020,Exit,5061
Bruce Grove,6958,June,2020,Entry,6491
Buckhurst Hill,531,June,2020,Exit,9542
Buckhurst Hill,531,June,2020,Entry,10243
Burnham Bucks,3176,June,2020,Exit,72
Burnham Bucks,3176,June,2020,Entry,6
Burnt Oak,532,June,2020,Entry,51167
Burnt Oak,532,June,2020,Exit,48853
Bush Hill Park,6913,June,2020,Entry,3958
Bush Hill Park,6913,June,2020,Exit,3272
Bushey,1395,June,2020,Entry,3571
Bushey,1395,June,2020,Exit,3224
Caledonian Road,534,June,2020,Entry,20115
Caledonian Road,534,June,2020,Exit,18929
Caledonian Road & Barnsbury,1439,June,2020,Entry,9763
Caledonian Road & Barnsbury,1439,June,2020,Exit,9316
Cambridge Heath,6962,June,2020,Entry,3412
Cambridge Heath,6962,June,2020,Exit,3077
Camden Road,1440,June,2020,Exit,43756
Camden Road,1440,June,2020,Entry,44643
Camden Town,535,June,2020,Entry,98968
Camden Town,535,June,2020,Exit,104112
Canada Water,788,June,2020,Entry,117434
Canada Water,788,June,2020,Exit,118540
Canary Wharf DLR,842,June,2020,Entry,14748
Canary Wharf DLR,842,June,2020,Exit,14654
Canary Wharf LU (E1),852,June,2020,Exit,190394
Canary Wharf LU (E1),852,June,2020,Entry,120155
Canary Wharf LU (E2),666,June,2020,Entry,7829
Canary Wharf LU (E2),666,June,2020,Exit,17192
Canning Town,884,June,2020,Entry,189171
Canning Town,884,June,2020,Exit,181111
Cannon Street  LU,536,June,2020,Exit,19705
Cannon Street  LU,536,June,2020,Entry,22104
Cannon Street NR,5142,June,2020,Entry,40467
Cannon Street NR,5142,June,2020,Exit,40139
Canonbury,1441,June,2020,Exit,23632
Canonbury,1441,June,2020,Entry,24238
Canons Park,537,June,2020,Exit,22094
Canons Park,537,June,2020,Entry,23009
Carpenders Park,1442,June,2020,Exit,13606
Carpenders Park,1442,June,2020,Entry,13558
Carshalton,5405,June,2020,Entry,8372
Carshalton,5405,June,2020,Exit,9422
Carshalton Beeches,5406,June,2020,Entry,3311
Carshalton Beeches,5406,June,2020,Exit,3447
Castle Bar Park,3098,June,2020,Entry,276
Castle Bar Park,3098,June,2020,Exit,130
Caterham,5351,June,2020,Exit,4249
Caterham,5351,June,2020,Entry,4338
Catford,5077,June,2020,Entry,4613
Catford,5077,June,2020,Exit,3727
Catford Bridge,5047,June,2020,Entry,7383
Catford Bridge,5047,June,2020,Exit,5947
Chadwell Heath,6874,June,2020,Exit,46285
Chadwell Heath,6874,June,2020,Entry,48504
Chafford Hundred,7447,June,2020,Entry,12061
Chafford Hundred,7447,June,2020,Exit,11913
Chalfont & Latimer,539,June,2020,Entry,4282
Chalfont & Latimer,539,June,2020,Exit,3662
Chalk Farm,540,June,2020,Entry,1
Chalk Farm,540,June,2020,Exit,2
Chancery Lane,541,June,2020,Exit,16878
Chancery Lane,541,June,2020,Entry,15574
Charing Cross LU,732,June,2020,Exit,20
Charing Cross LU,732,June,2020,Entry,13
Charing Cross NR,5143,June,2020,Entry,84236
Charing Cross NR,5143,June,2020,Exit,74944
Charlton,5144,June,2020,Exit,4092
Charlton,5144,June,2020,Entry,5334
Cheam,5352,June,2020,Entry,2160
Cheam,5352,June,2020,Exit,1983
Chelsfield,5098,June,2020,Entry,592
Chelsfield,5098,June,2020,Exit,440
Chesham,543,June,2020,Entry,7816
Chesham,543,June,2020,Exit,7013
Cheshunt,6814,June,2020,Entry,13073
Cheshunt,6814,June,2020,Exit,13614
Chessington North,5582,June,2020,Entry,1104
Chessington North,5582,June,2020,Exit,957
Chessington South,5554,June,2020,Entry,617
Chessington South,5554,June,2020,Exit,460
Chigwell,544,June,2020,Exit,2264
Chigwell,544,June,2020,Entry,2603
Chingford,6914,June,2020,Exit,14074
Chingford,6914,June,2020,Entry,14331
Chipstead,5353,June,2020,Exit,107
Chipstead,5353,June,2020,Entry,170
Chislehurst,5099,June,2020,Exit,1462
Chislehurst,5099,June,2020,Entry,1539
Chiswick,5583,June,2020,Entry,3008
Chiswick,5583,June,2020,Exit,2534
Chiswick Park,545,June,2020,Entry,13675
Chiswick Park,545,June,2020,Exit,14221
Chorleywood,546,June,2020,Entry,2900
Chorleywood,546,June,2020,Exit,2906
City Thameslink,5121,June,2020,Entry,17350
City Thameslink,5121,June,2020,Exit,16079
Clapham Common,547,June,2020,Exit,75213
Clapham Common,547,June,2020,Entry,69770
Clapham High Street,5301,June,2020,Exit,7620
Clapham High Street,5301,June,2020,Entry,7641
Clapham Junction,5595,June,2020,Exit,180423
Clapham Junction,5595,June,2020,Entry,183069
Clapham North,548,June,2020,Exit,34928
Clapham North,548,June,2020,Entry,36207
Clapham South,549,June,2020,Exit,37
Clapham South,549,June,2020,Entry,25
Clapton,6926,June,2020,Entry,6402
Clapton,6926,June,2020,Exit,5298
Clock House,5048,June,2020,Exit,1688
Clock House,5048,June,2020,Entry,1804
Cockfosters,550,June,2020,Entry,13736
Cockfosters,550,June,2020,Exit,13956
Colindale,551,June,2020,Entry,74919
Colindale,551,June,2020,Exit,70552
Colliers Wood,552,June,2020,Exit,70211
Colliers Wood,552,June,2020,Entry,74782
Coulsdon South,5408,June,2020,Entry,7805
Coulsdon South,5408,June,2020,Exit,6505
Coulsdon Town,5382,June,2020,Exit,759
Coulsdon Town,5382,June,2020,Entry,691
Covent Garden,553,June,2020,Entry,2
Crayford,5100,June,2020,Entry,4428
Crayford,5100,June,2020,Exit,3419
Crews Hill,6007,June,2020,Exit,659
Crews Hill,6007,June,2020,Entry,639
Cricklewood,1519,June,2020,Exit,7645
Cricklewood,1519,June,2020,Entry,7858
Crofton Park,5078,June,2020,Entry,1961
Crofton Park,5078,June,2020,Exit,1552
Crossharbour,854,June,2020,Entry,8350
Crossharbour,854,June,2020,Exit,7140
Crouch Hill,7406,June,2020,Entry,6426
Crouch Hill,7406,June,2020,Exit,6127
Croxley,554,June,2020,Exit,6282
Croxley,554,June,2020,Entry,6608
Crystal Palace,5356,June,2020,Entry,26529
Crystal Palace,5356,June,2020,Exit,28869
Cuffley,6008,June,2020,Entry,632
Cuffley,6008,June,2020,Exit,624
Custom House DLR,887,June,2020,Exit,3226
Custom House DLR,887,June,2020,Entry,4010
Cutty Sark,879,June,2020,Entry,9792
Cutty Sark,879,June,2020,Exit,8984
Cyprus,893,June,2020,Exit,2208
Cyprus,893,June,2020,Entry,2551
Dagenham Dock,7440,June,2020,Entry,5612
Dagenham Dock,7440,June,2020,Exit,6499
Dagenham East,555,June,2020,Entry,43291
Dagenham East,555,June,2020,Exit,37520
Dagenham Heathway,556,June,2020,Entry,81854
Dagenham Heathway,556,June,2020,Exit,77672
Dalston Junction,1443,June,2020,Entry,37092
Dalston Junction,1443,June,2020,Exit,37219
Dalston Kingsland,1429,June,2020,Exit,60255
Dalston Kingsland,1429,June,2020,Entry,61853
Dartford,5101,June,2020,Entry,25840
Dartford,5101,June,2020,Exit,26347
Debden,557,June,2020,Entry,17558
Debden,557,June,2020,Exit,16848
Denmark Hill,5421,June,2020,Exit,57845
Denmark Hill,5421,June,2020,Entry,58805
Deptford,5145,June,2020,Entry,4532
Deptford,5145,June,2020,Exit,3763
Deptford Bridge,897,June,2020,Entry,6177
Deptford Bridge,897,June,2020,Exit,5053
Devons Road,867,June,2020,Entry,7545
Devons Road,867,June,2020,Exit,6156
Dollis Hill,558,June,2020,Entry,44126
Dollis Hill,558,June,2020,Exit,39094
Drayton Green,3099,June,2020,Exit,31
Drayton Green,3099,June,2020,Entry,43
Drayton Pk,6000,June,2020,Exit,1019
Drayton Pk,6000,June,2020,Entry,1254
Ealing Broadway,560,June,2020,Exit,116834
Ealing Broadway,560,June,2020,Entry,118754
Ealing Common,561,June,2020,Exit,22623
Ealing Common,561,June,2020,Entry,22580
Earls Court,562,June,2020,Entry,123236
Earls Court,562,June,2020,Exit,122466
Earlsfield,5584,June,2020,Exit,34933
Earlsfield,5584,June,2020,Entry,36219
Earlswood,5414,June,2020,Entry,187
Earlswood,5414,June,2020,Exit,140
East Acton,563,June,2020,Exit,37232
East Acton,563,June,2020,Entry,36497
East Croydon,5355,June,2020,Entry,150192
East Croydon,5355,June,2020,Exit,148951
East Dulwich,5358,June,2020,Entry,4391
East Dulwich,5358,June,2020,Exit,3714
East Finchley,565,June,2020,Exit,37100
East Finchley,565,June,2020,Entry,37819
East Ham,566,June,2020,Exit,138243
East Ham,566,June,2020,Entry,152618
East India,883,June,2020,Entry,6339
East India,883,June,2020,Exit,5663
East Putney,567,June,2020,Entry,32672
East Putney,567,June,2020,Exit,32797
Eastcote,564,June,2020,Entry,18345
Eastcote,564,June,2020,Exit,18254
Eden Park,5056,June,2020,Entry,1251
Eden Park,5056,June,2020,Exit,1273
Edgware,568,June,2020,Entry,43371
Edgware,568,June,2020,Exit,44948
Edgware Road B,774,June,2020,Exit,31734
Edgware Road B,774,June,2020,Entry,32008
Edgware Road C&H,569,June,2020,Exit,36188
Edgware Road C&H,569,June,2020,Entry,40351
Edmonton Green,6941,June,2020,Exit,35886
Edmonton Green,6941,June,2020,Entry,35259
Elephant & Castle,5246,June,2020,Entry,6834
Elephant & Castle,570,June,2020,Exit,115439
Elephant & Castle,570,June,2020,Entry,130300
Elephant & Castle,5246,June,2020,Exit,7310
Elm Park,571,June,2020,Exit,29232
Elm Park,571,June,2020,Entry,31084
Elmers End,5049,June,2020,Entry,2994
Elmers End,5049,June,2020,Exit,2351
ELMERS END TRAM               ,9471,June,2020,Exit,5
Elmstead Woods,5135,June,2020,Entry,2112
Elmstead Woods,5135,June,2020,Exit,1722
Elstree & Borehamwood,1542,June,2020,Exit,16779
Elstree & Borehamwood,1542,June,2020,Entry,16710
Eltham,5103,June,2020,Exit,8669
Eltham,5103,June,2020,Entry,9551
Elverson Road,898,June,2020,Entry,3032
Elverson Road,898,June,2020,Exit,2290
Embankment,542,June,2020,Entry,99530
Embankment,542,June,2020,Exit,87387
Emerson Park,7473,June,2020,Exit,691
Emerson Park,7473,June,2020,Entry,1043
Emirates Greenwich Peninsula,911,June,2020,Entry,95
Emirates Greenwich Peninsula,911,June,2020,Exit,57
Emirates Royal Docks,910,June,2020,Exit,56
Emirates Royal Docks,910,June,2020,Entry,54
Enfield Chase,6010,June,2020,Entry,7434
Enfield Chase,6010,June,2020,Exit,7402
Enfield Lock,6815,June,2020,Exit,7041
Enfield Lock,6815,June,2020,Entry,8497
Enfield Town,6959,June,2020,Entry,18207
Enfield Town,6959,June,2020,Exit,17248
Epping,572,June,2020,Entry,23325
Epping,572,June,2020,Exit,22447
Epsom,5360,June,2020,Exit,9614
Epsom,5360,June,2020,Entry,9562
Epsom Downs,5361,June,2020,Entry,345
Epsom Downs,5361,June,2020,Exit,358
Erith,5104,June,2020,Exit,2909
Erith,5104,June,2020,Entry,3554
Essex Road,6004,June,2020,Exit,1475
Essex Road,6004,June,2020,Entry,1550
Euston LU,574,June,2020,Exit,132991
Euston LU,574,June,2020,Entry,73205
Euston NR,1444,June,2020,Exit,43878
Euston NR,1444,June,2020,Entry,45135
Euston Square,575,June,2020,Entry,35407
Euston Square,575,June,2020,Exit,58274
Ewell East,5415,June,2020,Entry,931
Ewell East,5415,June,2020,Exit,817
Ewell West,5586,June,2020,Exit,1623
Ewell West,5586,June,2020,Entry,1923
Fairlop,576,June,2020,Exit,10941
Fairlop,576,June,2020,Entry,11912
Falconwood,5137,June,2020,Exit,5448
Falconwood,5137,June,2020,Entry,6370
Farringdon,577,June,2020,Entry,91490
Farringdon,577,June,2020,Exit,90504
Feltham,5559,June,2020,Entry,21503
Feltham,5559,June,2020,Exit,20416
Fenchurch Street NR,7490,June,2020,Entry,47879
Fenchurch Street NR,7490,June,2020,Exit,44585
Finchley Central,578,June,2020,Exit,25259
Finchley Central,578,June,2020,Entry,26233
Finchley Road,579,June,2020,Entry,87638
Finchley Road,579,June,2020,Exit,84303
Finchley Road & Frognal,1445,June,2020,Entry,14178
Finchley Road & Frognal,1445,June,2020,Exit,13140
Finsbury Park LU,580,June,2020,Entry,188113
Finsbury Park LU,580,June,2020,Exit,197932
Finsbury Park NR,6119,June,2020,Exit,6400
Finsbury Park NR,6119,June,2020,Entry,4398
Forest Gate,6876,June,2020,Entry,46496
Forest Gate,6876,June,2020,Exit,44612
Forest Hill,5362,June,2020,Exit,30160
Forest Hill,5362,June,2020,Entry,33608
Fulham Broadway,581,June,2020,Entry,43943
Fulham Broadway,581,June,2020,Exit,42676
Fulwell,5587,June,2020,Exit,253
Fulwell,5587,June,2020,Entry,284
Gallions Reach,894,June,2020,Entry,3475
Gallions Reach,894,June,2020,Exit,3141
Gants Hill,582,June,2020,Entry,72253
Gants Hill,582,June,2020,Exit,67992
Gatwick Airport,5416,June,2020,Entry,5655
Gatwick Airport,5416,June,2020,Exit,5906
Gidea Park,6877,June,2020,Exit,19667
Gidea Park,6877,June,2020,Entry,21810
Gipsy Hill,5363,June,2020,Exit,9432
Gipsy Hill,5363,June,2020,Entry,9492
Gloucester Road,583,June,2020,Exit,11
Gloucester Road,583,June,2020,Entry,4
Golders Green,584,June,2020,Exit,61315
Golders Green,584,June,2020,Entry,59857
Goldhawk Road,585,June,2020,Exit,11952
Goldhawk Road,585,June,2020,Entry,12200
Goodge Street,586,June,2020,Entry,12
Goodge Street,586,June,2020,Exit,30
Goodmayes,6878,June,2020,Exit,42633
Goodmayes,6878,June,2020,Entry,43197
Gordon Hill,6028,June,2020,Entry,7622
Gordon Hill,6028,June,2020,Exit,6975
Gospel Oak,1409,June,2020,Exit,31794
Gospel Oak,1409,June,2020,Entry,34463
Grange Hill,587,June,2020,Entry,4011
Grange Hill,587,June,2020,Exit,3524
Grange Park,6029,June,2020,Exit,600
Grange Park,6029,June,2020,Entry,879
Grays,7443,June,2020,Entry,23528
Grays,7443,June,2020,Exit,24026
Great Portland Street,588,June,2020,Exit,13
Great Portland Street,588,June,2020,Entry,11
Green Park,590,June,2020,Entry,160710
Green Park,590,June,2020,Exit,173919
Greenford,589,June,2020,Entry,47900
Greenford,589,June,2020,Exit,46326
Greenwich,928,June,2020,Entry,9208
Greenwich,928,June,2020,Exit,8194
Grove Park,5139,June,2020,Entry,10101
Grove Park,5139,June,2020,Exit,8730
Gunnersbury,591,June,2020,Entry,27754
Gunnersbury,591,June,2020,Exit,26433
Hackbridge,5364,June,2020,Exit,2909
Hackbridge,5364,June,2020,Entry,3663
Hackney Central,6977,June,2020,Exit,52170
Hackney Central,6977,June,2020,Entry,51063
Hackney Downs,6867,June,2020,Entry,21331
Hackney Downs,6867,June,2020,Exit,20837
Hackney Wick,6978,June,2020,Entry,8377
Hackney Wick,6978,June,2020,Exit,7852
Hadley Wood,6075,June,2020,Exit,513
Hadley Wood,6075,June,2020,Entry,559
Haggerston,1022,June,2020,Exit,18766
Haggerston,1022,June,2020,Entry,19695
Hainault,592,June,2020,Entry,45710
Hainault,592,June,2020,Exit,44182
Hammersmith C&H,773,June,2020,Exit,50624
Hammersmith C&H,773,June,2020,Entry,54432
Hammersmith D&P,593,June,2020,Entry,139377
Hammersmith D&P,593,June,2020,Exit,135949
Hampstead,594,June,2020,Exit,22
Hampstead,594,June,2020,Entry,28
Hampstead Heath,1413,June,2020,Entry,55542
Hampstead Heath,1413,June,2020,Exit,54897
Hampton,5560,June,2020,Exit,713
Hampton,5560,June,2020,Entry,1141
Hampton Court,5561,June,2020,Entry,5502
Hampton Court,5561,June,2020,Exit,5430
Hampton Wick,5589,June,2020,Exit,1448
Hampton Wick,5589,June,2020,Entry,1966
Hanger Lane,595,June,2020,Entry,31531
Hanger Lane,595,June,2020,Exit,29217
Hanwell,3191,June,2020,Exit,1464
Hanwell,3191,June,2020,Entry,1781
Harlesden,596,June,2020,Exit,35638
Harlesden,596,June,2020,Entry,35307
Harold Wood,6879,June,2020,Entry,29234
Harold Wood,6879,June,2020,Exit,28292
Harpenden,1543,June,2020,Entry,379
Harpenden,1543,June,2020,Exit,393
Harringay,6012,June,2020,Exit,1770
Harringay,6012,June,2020,Entry,2097
Harringay Green Lanes,7401,June,2020,Exit,12243
Harringay Green Lanes,7401,June,2020,Entry,12753
Harrow & Wealdstone,597,June,2020,Entry,50859
Harrow & Wealdstone,597,June,2020,Exit,44151
Harrow-on-the-Hill,598,June,2020,Entry,103446
Harrow-on-the-Hill,598,June,2020,Exit,104530
Hatch End,1398,June,2020,Exit,4510
Hatch End,1398,June,2020,Entry,4729
Hatfield,6070,June,2020,Exit,1095
Hatfield,6070,June,2020,Entry,1743
Hatton Cross,779,June,2020,Exit,26503
Hatton Cross,779,June,2020,Entry,27268
Haydons Road,5289,June,2020,Exit,992
Haydons Road,5289,June,2020,Entry,1402
Hayes & Harlington,3186,June,2020,Entry,17783
Hayes & Harlington,3186,June,2020,Exit,14156
Hayes Kent,5050,June,2020,Entry,2263
Hayes Kent,5050,June,2020,Exit,1950
Headstone Lane,1434,June,2020,Entry,2580
Headstone Lane,1434,June,2020,Exit,2287
Heathrow T23 NR,7090,June,2020,Entry,1219
Heathrow T23 NR,7090,June,2020,Exit,1126
Heathrow T4 NR,7091,June,2020,Exit,3
Heathrow T5 NR,9846,June,2020,Exit,345
Heathrow T5 NR,9846,June,2020,Entry,615
Heathrow Terminal 4 LU,781,June,2020,Entry,1
Heathrow Terminal 4 LU,781,June,2020,Exit,17
Heathrow Terminal 5 LU,783,June,2020,Entry,12858
Heathrow Terminal 5 LU,783,June,2020,Exit,11043
Heathrow Terminals 123 LU,780,June,2020,Exit,28866
Heathrow Terminals 123 LU,780,June,2020,Entry,31203
Hendon,1522,June,2020,Exit,3346
Hendon,1522,June,2020,Entry,4213
Hendon Central,601,June,2020,Entry,53040
Hendon Central,601,June,2020,Exit,49014
Herne Hill,5066,June,2020,Exit,6166
Herne Hill,5066,June,2020,Entry,6641
Heron Quays,855,June,2020,Entry,8691
Heron Quays,855,June,2020,Exit,7840
Hertford East,6818,June,2020,Exit,879
Hertford East,6818,June,2020,Entry,902
Hertford North,6085,June,2020,Entry,2039
Hertford North,6085,June,2020,Exit,1922
High Barnet,602,June,2020,Entry,26551
High Barnet,602,June,2020,Exit,25983
High Street Kensington,605,June,2020,Entry,48790
High Street Kensington,605,June,2020,Exit,45815
Highams Park,6919,June,2020,Exit,19697
Highams Park,6919,June,2020,Entry,21954
Highbury & Islington,603,June,2020,Exit,116419
Highbury & Islington,603,June,2020,Entry,114123
Highgate,604,June,2020,Exit,25318
Highgate,604,June,2020,Entry,24885
Hillingdon,606,June,2020,Exit,10379
Hillingdon,606,June,2020,Entry,10460
Hither Green,5107,June,2020,Entry,7456
Hither Green,5107,June,2020,Exit,6377
Holborn,607,June,2020,Exit,105760
Holborn,607,June,2020,Entry,102779
Holland Park,608,June,2020,Entry,19034
Holland Park,608,June,2020,Exit,20006
Holloway Road,609,June,2020,Exit,31642
Holloway Road,609,June,2020,Entry,31966
Homerton,6979,June,2020,Entry,45514
Homerton,6979,June,2020,Exit,45341
Honor Oak Park,5418,June,2020,Exit,17002
Honor Oak Park,5418,June,2020,Entry,17455
Horley,5365,June,2020,Exit,1811
Horley,5365,June,2020,Entry,1810
Hornchurch,610,June,2020,Entry,17307
Hornchurch,610,June,2020,Exit,16758
Hornsey,6015,June,2020,Exit,7094
Hornsey,6015,June,2020,Entry,7734
Hounslow,5563,June,2020,Entry,5052
Hounslow,5563,June,2020,Exit,4584
Hounslow Central,611,June,2020,Exit,29097
Hounslow Central,611,June,2020,Entry,31017
Hounslow East,612,June,2020,Exit,41022
Hounslow East,612,June,2020,Entry,40391
Hounslow West,613,June,2020,Exit,29290
Hounslow West,613,June,2020,Entry,30676
Hoxton,1023,June,2020,Exit,18898
Hoxton,1023,June,2020,Entry,19146
Hyde Park Corner,614,June,2020,Entry,20
Hyde Park Corner,614,June,2020,Exit,11
Ickenham,615,June,2020,Entry,6414
Ickenham,615,June,2020,Exit,6548
Ilford,6881,June,2020,Entry,79242
Ilford,6881,June,2020,Exit,83087
Imperial Wharf,9586,June,2020,Entry,24057
Imperial Wharf,9586,June,2020,Exit,22077
Island Gardens,856,June,2020,Entry,5807
Island Gardens,856,June,2020,Exit,4040
Isleworth,5592,June,2020,Exit,3886
Isleworth,5592,June,2020,Entry,4697
Iver,3170,June,2020,Exit,568
Iver,3170,June,2020,Entry,670
Kenley,5419,June,2020,Entry,970
Kenley,5419,June,2020,Exit,819
Kennington,616,June,2020,Exit,33010
Kennington,616,June,2020,Entry,33957
Kensal Green,617,June,2020,Exit,15503
Kensal Green,617,June,2020,Entry,15949
Kensal Rise,1448,June,2020,Exit,15863
Kensal Rise,1448,June,2020,Entry,16975
Kensington Olympia,618,June,2020,Exit,17281
Kensington Olympia,618,June,2020,Entry,18635
Kent House,5080,June,2020,Entry,2520
Kent House,5080,June,2020,Exit,2037
Kentish Town,619,June,2020,Exit,41671
Kentish Town,619,June,2020,Entry,45384
Kentish Town West,1449,June,2020,Entry,10415
Kentish Town West,1449,June,2020,Exit,10062
Kenton,620,June,2020,Exit,23491
Kenton,620,June,2020,Entry,23768
Kew Bridge,5593,June,2020,Exit,3111
Kew Bridge,5593,June,2020,Entry,3680
Kew Gardens,621,June,2020,Entry,20520
Kew Gardens,621,June,2020,Exit,21845
Kidbrooke,5108,June,2020,Entry,3864
Kidbrooke,5108,June,2020,Exit,3249
Kilburn,622,June,2020,Exit,58353
Kilburn,622,June,2020,Entry,59807
Kilburn High Road,1415,June,2020,Entry,11364
Kilburn High Road,1415,June,2020,Exit,10478
Kilburn Park,623,June,2020,Exit,1
Kilburn Park,623,June,2020,Entry,18
